"2112.04350","Alex Postnikov","Aleksey Postnikov, Aleksander Gamayunov, Gonzalo Ferrer","Transformer based trajectory prediction",,,,,"cs.RO cs.CV","http://creativecommons.org/licenses/by-nc-nd/4.0/","  To plan a safe and efficient route, an autonomous vehicle should anticipate
future motions of other agents around it. Motion prediction is an extremely
challenging task which recently gained significant attention of the research
community. In this work, we present a simple and yet strong baseline for
uncertainty aware motion prediction based purely on transformer neural
networks, which has shown its effectiveness in conditions of domain change.
While being easy-to-implement, the proposed approach achieves competitive
performance and ranks 1$^{st}$ on the 2021 Shifts Vehicle Motion Prediction
Competition.
","[{""version"":""v1"",""created"":""Wed, 8 Dec 2021 16:00:14 GMT""}]","2021-12-14"
"2112.04352","Swarnendu Biswas","Shivam Kumar and Anupam Agrawal and Swarnendu Biswas","Efficient Data Race Detection of Async-Finish Programs Using Vector
  Clocks","13 pages",,"10.1145/3528425.3529101",,"cs.PL","http://creativecommons.org/licenses/by/4.0/","  Existing data race detectors for task-based programs incur significant run
time and space overheads. The overheads arise because of frequent lookups in
fine-grained tree data structures to check whether two accesses can happen in
parallel.
  This work shows how to efficiently apply vector clocks for dynamic data race
detection of async-finish programs with locks. Our proposed technique,
FastRacer, builds on the FastTrack algorithm with per-task and per-variable
optimizations to reduce the size of vector clocks. FastRacer exploits the
structured parallelism of async-finish programs to use a coarse-grained
encoding of the dynamic task inheritance relations to limit the metadata in the
presence of many concurrent readers. Our evaluation shows that FastRacer
substantially improves time and space overheads over FastTrack, and is
competitive with the state-of-the-art data race detectors for async-finish
programs with locks.
","[{""version"":""v1"",""created"":""Wed, 8 Dec 2021 16:03:09 GMT""},{""version"":""v2"",""created"":""Tue, 5 Apr 2022 06:31:39 GMT""}]","2022-04-06"
"2112.04353","Daozhi Han","Yali Gao, Daozhi Han, Xiaoming He, Ulrich R\""ude","A decoupled numerical method for two-phase flows of different densities
  and viscosities in superposed fluid and porous layers",,,,,"math.NA cs.NA","http://creativecommons.org/licenses/by-nc-nd/4.0/","  In this article we consider the numerical modeling and simulation via the
phase field approach of two-phase flows of different densities and viscosities
in superposed fluid and porous layers. The model consists of the
Cahn-Hilliard-Navier-Stokes equations in the free flow region and the
Cahn-Hilliard-Darcy equations in porous media that are coupled by seven domain
interface boundary conditions. We show that the coupled model satisfies an
energy law. Based on the ideas of pressure stabilization and artificial
compressibility, we propose an unconditionally stable time stepping method that
decouples the computation of the phase field variable, the velocity and
pressure of free flow, the velocity and pressure of porous media, hence
significantly reduces the computational cost. The energy stability of the
scheme effected with the finite element spatial discretization is rigorously
established. We verify numerically that our schemes are convergent and
energy-law preserving. Ample numerical experiments are performed to illustrate
the features of two-phase flows in the coupled free flow and porous media
setting.
","[{""version"":""v1"",""created"":""Wed, 8 Dec 2021 16:03:49 GMT""}]","2021-12-09"
"2112.04354","Liam McGuinness","Liam P. McGuinness","The case against entanglement improved measurement precision","65 pages",,,,"quant-ph","http://creativecommons.org/licenses/by/4.0/","  It is widely accepted that quantum entanglement between otherwise independent
sensors can yield a measurement precision beyond that achievable when the same
resources are employed without entanglement \cite{Helstrom1969, Holevo1973a,
Caves1980a, Caves1981, Wootters1981, Yurke1986, Wu1986, Xiao1987, Slusher1987,
Shapiro1989, Wineland1992, Polzik1992, Kitagawa1993, Braunstein1994,
Wineland1994, Sanders1995, Bollinger1996, Ou1997, Dowling1998,Soerensen1998,
Brif1999, Childs2000, Fleischhauer2000, Meyer2001, Geremia2003,
Giovannetti2004, Kok2004, Leibfried2004, Leibfried2005, Giovannetti2006,
Nagata2007, Appel2009, Gross2010, Leroux2010,
Zwierz2010,DemkowiczDobrzanski2012,
Zwierz2012,Aasi2013,Pezze2018,Tse2019,Casacio2021}. Here we show that
theoretical proofs of entanglement enhanced metrology are based on a
misinterpretation of \emph{can't} theorems as \emph{can} theorems. In concert,
we dissect claims of an experimental precision beyond the classical limits and
detail where comparisons are misleading, incomplete or incorrect to show that
the precision of optimised measurements which forgo entanglement has not been
surpassed. In doing so, we highlight a significant discrepancy between
experimentally reported uncertainties and the current predictions of quantum
measurement theory. The discrepancy can be resolved by introducing a simple
physical principle which demonstrates better agreement to empirical evidence.
We thus provide viable avenues as to where standard interpretations of quantum
mechanics should be modified in order to better predict measurement outcomes.
","[{""version"":""v1"",""created"":""Wed, 8 Dec 2021 16:07:07 GMT""}]","2021-12-09"
"2112.04355","Maria Carvalho","Maria Carvalho and Claudia Soares and Pedro Louren\c{c}o and Rodrigo
  Ventura","COSMIC: fast closed-form identification from large-scale data for LTV
  systems",,,,,"math.OC astro-ph.IM cs.SY eess.SY stat.ML","http://creativecommons.org/licenses/by/4.0/","  We introduce a closed-form method for identification of discrete-time linear
time-variant systems from data, formulating the learning problem as a
regularized least squares problem where the regularizer favors smooth solutions
within a trajectory. We develop a closed-form algorithm with guarantees of
optimality and with a complexity that increases linearly with the number of
instants considered per trajectory. The COSMIC algorithm achieves the desired
result even in the presence of large volumes of data. Our method solved the
problem using two orders of magnitude less computational power than a general
purpose convex solver and was about 3 times faster than a Stochastic Block
Coordinate Descent especially designed method. Computational times of our
method remained in the order of magnitude of the second even for 10k and 100k
time instants, where the general purpose solver crashed. To prove its
applicability to real world systems, we test with spring-mass-damper system and
use the estimated model to find the optimal control path. Our algorithm was
applied to both a Low Fidelity and Functional Engineering Simulators for the
Comet Interceptor mission, that requires precise pointing of the on-board
cameras in a fast dynamics environment. Thus, this paper provides a fast
alternative to classical system identification techniques for linear
time-variant systems, while proving to be a solid base for applications in the
Space industry and a step forward to the incorporation of algorithms that
leverage data in such a safety-critical environment.
","[{""version"":""v1"",""created"":""Wed, 8 Dec 2021 16:07:59 GMT""},{""version"":""v2"",""created"":""Sun, 29 May 2022 11:46:48 GMT""}]","2022-05-31"
"2112.04356","Adur Pastor Yabar","A. Pastor Yabar, J.M. Borrero, C. Quintero Noda, B. Ruiz Cobo","Inference of electric currents in the solar photosphere",,"A&A 656, L20 (2021)","10.1051/0004-6361/202142149",,"astro-ph.SR","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We aim at demonstrating the capabilities of a newly developed method for
determining electric currents in the solar photosphere. We employ
three-dimensional radiative magneto-hydrodynamic (MHD) simulations to produce
synthetic Stokes profiles in several spectral lines with a spatial resolution
similar to what the newly operational 4-meter Daniel K. Inouye Solar Telescope
(DKIST) solar telescope should achieve. We apply a newly developed inversion
method of the polarized radiative transfer equation with magneto-hydrostatic
(MHS) constraints to infer the magnetic field vector in the three-dimensional
Cartesian domain, $\mathbf{B}(x,y,z),$ from the synthetic Stokes profiles. We
then apply Ampere's law to determine the electric currents, ${\bf j}$, from the
inferred magnetic field, $\mathbf{B}(x,y,z),$ and compare the results with the
electric currents present in the original MHD simulation. We show that the
method employed here is able to attain reasonable reliability (close to 50 % of
the cases are within a factor of two, and this increases to 60 %-70 % for
pixels with $B\ge300$ G) in the inference of electric currents for low
atmospheric heights (optical depths at 500 nm $\tau_{5}\in$[1,0.1]) regardless
of whether a small or large number of spectral lines are inverted. Above these
photospheric layers, the method's accuracy strongly deteriorates as magnetic
fields become weaker and as the MHS approximation becomes less accurate. We
also find that the inferred electric currents have a floor value that is
related to low-magnetized plasma, where the uncertainty in the magnetic field
inference prevents a sufficiently accurate determination of the spatial
derivatives. We present a method that allows the inference of the three
components of the electric current vector at deep atmospheric layers
(photospheric layers) from spectropolarimetric observations.
","[{""version"":""v1"",""created"":""Wed, 8 Dec 2021 16:08:34 GMT""}]","2021-12-22"
"2112.04357","Zihan Zhu","Zihan Zhu, Duan Gu, Jiawei Yan, Zhen Wang, Hanxiang Yang, Meng Zhang,
  Haixiao Deng, Qiang Gu","Inhibition of Current-spike Formation Based on Longitudinal Phase Space
  Manipulation for High-Repetition-Rate X-ray FEL",,,"10.1016/j.nima.2021.166172",,"physics.acc-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The formation of a double-horn current profile is a challenging issue in the
achievement of electron bunch with high peak current, especially for
high-repetition-rate X-ray free-electron lasers (XFELs) where more nonlinear
and intricate beam dynamics propagation is involved. Here, we propose to
correct the nonlinear beam longitudinal phase space distortion in the
photoinjector section with a dual-mode buncher. In combination with the
evolutionary many-objective beam dynamics optimization, this method is shown to
be effective in manipulating the longitudinal phase space at the injector exit.
Furthermore, the formation of the current spike is avoided after the
multi-stage charge density modulation and electron bunch with a peak current of
1.6 kA is achieved for 100-pC bunch charge.Start-to-end simulations based on
the Shanghai high-repetition-rate XFEL and extreme light facility demonstrate
that the proposed scheme can increase the FEL pulse energy by more than 3 times
in a cascading operation of echo-enabled harmonic generation and high-gain
harmonic generation. Moreover, this method can also be used for longitudinal
phase space shaping of electron beams operating at a high repetition rate to
meet the specific demands of different researches.
","[{""version"":""v1"",""created"":""Wed, 8 Dec 2021 16:08:45 GMT""}]","2022-01-19"
"2112.04358","Kangqiang Li","Kangqiang Li, Songqiao Tang and Lixin Zhang","Robust parameter estimation of regression model under weakened moment
  assumptions","13 pages",,,,"math.ST stat.TH","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  This paper provides some extended results on estimating parameter matrix of
several regression models when the covariate or response possesses weaker
moment condition. We study the $M$-estimator of Fan et al. (Ann Stat
49(3):1239--1266, 2021) for matrix completion model with $(1+\epsilon)$-th
moment noise. The corresponding phase transition phenomenon is observed. When
$1> \epsilon>0$, the robust estimator possesses a slower convergence rate
compared with previous literature. For high dimensional multiple index
coefficient model, we propose an improved estimator via applying the
element-wise truncation method to handle heavy-tailed data with finite fourth
moment. The extensive simulation study validates our theoretical results.
","[{""version"":""v1"",""created"":""Wed, 8 Dec 2021 16:09:43 GMT""},{""version"":""v2"",""created"":""Mon, 28 Feb 2022 02:21:02 GMT""},{""version"":""v3"",""created"":""Tue, 30 Aug 2022 04:27:52 GMT""},{""version"":""v4"",""created"":""Wed, 7 Sep 2022 11:39:20 GMT""}]","2022-09-08"
"2112.04359","Laura Weidinger","Laura Weidinger, John Mellor, Maribeth Rauh, Conor Griffin, Jonathan
  Uesato, Po-Sen Huang, Myra Cheng, Mia Glaese, Borja Balle, Atoosa Kasirzadeh,
  Zac Kenton, Sasha Brown, Will Hawkins, Tom Stepleton, Courtney Biles, Abeba
  Birhane, Julia Haas, Laura Rimell, Lisa Anne Hendricks, William Isaac, Sean
  Legassick, Geoffrey Irving, Iason Gabriel","Ethical and social risks of harm from Language Models",,,,,"cs.CL cs.AI cs.CY","http://creativecommons.org/licenses/by/4.0/","  This paper aims to help structure the risk landscape associated with
large-scale Language Models (LMs). In order to foster advances in responsible
innovation, an in-depth understanding of the potential risks posed by these
models is needed. A wide range of established and anticipated risks are
analysed in detail, drawing on multidisciplinary expertise and literature from
computer science, linguistics, and social sciences.
  We outline six specific risk areas: I. Discrimination, Exclusion and
Toxicity, II. Information Hazards, III. Misinformation Harms, V. Malicious
Uses, V. Human-Computer Interaction Harms, VI. Automation, Access, and
Environmental Harms. The first area concerns the perpetuation of stereotypes,
unfair discrimination, exclusionary norms, toxic language, and lower
performance by social group for LMs. The second focuses on risks from private
data leaks or LMs correctly inferring sensitive information. The third
addresses risks arising from poor, false or misleading information including in
sensitive domains, and knock-on risks such as the erosion of trust in shared
information. The fourth considers risks from actors who try to use LMs to cause
harm. The fifth focuses on risks specific to LLMs used to underpin
conversational agents that interact with human users, including unsafe use,
manipulation or deception. The sixth discusses the risk of environmental harm,
job automation, and other challenges that may have a disparate effect on
different social groups or communities.
  In total, we review 21 risks in-depth. We discuss the points of origin of
different risks and point to potential mitigation approaches. Lastly, we
discuss organisational responsibilities in implementing mitigations, and the
role of collaboration and participation. We highlight directions for further
research, particularly on expanding the toolkit for assessing and evaluating
the outlined risks in LMs.
","[{""version"":""v1"",""created"":""Wed, 8 Dec 2021 16:09:48 GMT""}]","2021-12-09"
"2112.04360","Yu-Yu Liu","Yu-Yu Liu and Jack Xin","Synchronized Front Propagation and Delayed Flame Quenching in Strain
  G-equation and Time-Periodic Cellular Flows",,,,,"math.NA cs.NA physics.flu-dyn","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  G-equations are level-set type Hamilton-Jacobi partial differential equations
modeling propagation of flame front along a flow velocity and a laminar
velocity. In consideration of flame stretching, strain rate may be added into
the laminar speed. We perform finite difference computation of G-equations with
the discretized strain term being monotone with respect to one-sided spatial
derivatives. Let the flow velocity be the time-periodic cellular flow (modeling
Rayleigh-B\'enard advection), we compute the turbulent flame speeds as the
asymptotic propagation speeds from a planar initial flame front. In strain
G-equation model, front propagation is enhanced by the cellular flow, and flame
quenching occurs if the flow intensity is large enough. In contrast to the
results in steady cellular flow, front propagation in time periodic cellular
flow may be locked into certain spatial-temporal periodicity pattern, and
turbulent flame speed becomes a piecewise constant function of flow intensity.
Also the disturbed flame front does not cease propagating until much larger
flow intensity.
","[{""version"":""v1"",""created"":""Wed, 8 Dec 2021 16:10:01 GMT""}]","2021-12-09"
"2112.04361","Viviana Ene","Viviana Ene, Giancarlo Rinaldo, Naoki Terai","Sequentially Cohen-Macaulay binomial edge ideals of closed graphs",,"Res Math Sci (2022) 9:39",,,"math.AC math.CO","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this paper we provide a full combinatorial characterization of
sequentially Cohen-Macaulay binomial edge ideals of closed graphs. In addition,
we show that a binomial edge ideal of a closed graph is approximately
Cohen-Macaulay if and only if it is almost Cohen-Macaulay.
","[{""version"":""v1"",""created"":""Wed, 8 Dec 2021 16:14:50 GMT""},{""version"":""v2"",""created"":""Mon, 11 Jul 2022 11:49:30 GMT""}]","2022-07-12"
